PLANT_NAME,MATERIAL_NAME,Month,UNRESRICTED_STOCK_KT,Inbound_KT,Outbound_KT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_LOST_PERCENT,Lag_Inv,Lag_Inb,Lag_Outb,Month_Number,Month_sin,Month_cos
CHINA-WAREHOUSE,MAT-0032,2024-02-01,0.500525,0.4845,0.00019,P-002,11,20,0.5007,0.153,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0032,2024-03-01,0.49445000000000006,0.0,0.00603,P-002,11,20,0.500525,0.4845,0.00019,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0032,2024-04-01,0.494325,0.0,0.00013000000000000002,P-002,11,20,0.49445000000000006,0.0,0.00603,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0032,2024-05-01,0.41765,0.0,0.07665,P-002,11,20,0.494325,0.0,0.00013000000000000002,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0032,2024-06-01,0.290075,0.0,0.1275,P-002,11,20,0.41765,0.0,0.07665,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0032,2024-07-01,0.264425,0.0765,0.10210999999999999,P-002,11,20,0.290075,0.0,0.1275,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0032,2024-08-01,0.813275,0.0795,0.0016,P-002,11,20,0.264425,0.0765,0.10210999999999999,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0032,2024-09-01,0.673625,0.0,0.15314999999999998,P-002,11,20,0.813275,0.0795,0.0016,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0032,2024-10-01,0.443975,0.0,0.22965999999999998,P-002,11,20,0.673625,0.0,0.15314999999999998,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0032,2024-11-01,0.061450000000000005,0.0,0.38254,P-002,11,20,0.443975,0.0,0.22965999999999998,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0032,2024-12-01,0.1544,0.153,0.06002,P-002,11,20,0.061450000000000005,0.0,0.38254,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0035,2024-01-01,0.30475,0.396,0.15543,P-002,6,25,0.47692500000000004,0.2475,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0035,2024-02-01,0.5522,0.0,0.0,P-002,6,25,0.30475,0.396,0.15543,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0035,2024-03-01,1.0426,0.0,0.00688,P-002,6,25,0.5522,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0035,2024-04-01,0.943525,0.0,0.099,P-002,6,25,1.0426,0.0,0.00688,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0035,2024-05-01,0.941475,0.0,0.002,P-002,6,25,0.943525,0.0,0.099,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0035,2024-06-01,0.9159,0.0,0.02525,P-002,6,25,0.941475,0.0,0.002,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0035,2024-07-01,0.9158,0.0,0.0,P-002,6,25,0.9159,0.0,0.02525,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0035,2024-08-01,0.914425,0.0,0.00138,P-002,6,25,0.9158,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0035,2024-09-01,0.9036,0.0,0.02475,P-002,6,25,0.914425,0.0,0.00138,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0035,2024-10-01,0.596325,0.0,0.30720000000000003,P-002,6,25,0.9036,0.0,0.02475,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0035,2024-11-01,0.546675,0.0,0.04965,P-002,6,25,0.596325,0.0,0.30720000000000003,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0035,2024-12-01,0.447675,0.0,0.09901,P-002,6,25,0.546675,0.0,0.04965,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0036,2024-03-01,0.19642500000000002,0.0,0.0,P-001,5,25,0.09195,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0036,2024-04-01,0.19642500000000002,0.0,0.0,P-001,5,25,0.19642500000000002,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0036,2024-05-01,0.19642500000000002,0.0,0.0,P-001,5,25,0.19642500000000002,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0036,2024-06-01,0.1593,0.0,0.03713,P-001,5,25,0.19642500000000002,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0036,2024-07-01,0.15929000000000001,0.0,0.0,P-001,5,25,0.1593,0.0,0.03713,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0036,2024-08-01,0.01239,0.0,0.12553,P-001,5,25,0.15929000000000001,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0036,2024-09-01,0.012325,0.0,0.02142,P-001,5,25,0.01239,0.0,0.12553,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0037,2024-05-01,0.048125,0.0,0.0,P-001,3,15,0.023375,0.02475,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0037,2024-06-01,0.048125,0.0,0.0,P-001,3,15,0.048125,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0037,2024-07-01,0.048125,0.0,0.0,P-001,3,15,0.048125,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0037,2024-08-01,0.048125,0.0,0.0,P-001,3,15,0.048125,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0037,2024-09-01,0.048125,0.0,0.0,P-001,3,15,0.048125,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0037,2024-10-01,0.048125,0.0,0.0,P-001,3,15,0.048125,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0037,2024-11-01,0.048125,0.0,0.0,P-001,3,15,0.048125,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0037,2024-12-01,0.048125,0.0,0.0,P-001,3,15,0.048125,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0038,2024-12-01,0.060425000000000006,0.0,0.09625,P-001,4,20,0.15392499999999998,0.05775,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0040,2024-10-01,0.07425,0.0,0.0,P-001,3,10,0.07425,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0040,2024-11-01,0.07425,0.0,0.0,P-001,3,10,0.07425,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0040,2024-12-01,0.07425,0.0,0.0,P-001,3,10,0.07425,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0042,2024-02-01,0.1235,0.0,0.025,P-001,5,25,0.1485,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0042,2024-03-01,0.096,0.0,0.0275,P-001,5,25,0.1235,0.0,0.025,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0042,2024-04-01,0.096,0.0,0.0,P-001,5,25,0.096,0.0,0.0275,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0042,2024-05-01,0.090475,0.0,0.005529999999999999,P-001,5,25,0.096,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0042,2024-06-01,0.090425,0.0,5e-05,P-001,5,25,0.090475,0.0,0.005529999999999999,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0042,2024-07-01,0.090425,0.0,0.0,P-001,5,25,0.090425,0.0,5e-05,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0042,2024-08-01,0.090425,0.0,0.0,P-001,5,25,0.090425,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0042,2024-09-01,0.090425,0.0,0.0,P-001,5,25,0.090425,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0042,2024-10-01,0.090425,0.0,0.0,P-001,5,25,0.090425,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0042,2024-12-01,0.099,0.099,0.0,P-001,5,25,0.090425,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0045,2024-01-01,0.000159,0.0,0.0,P-002,10,30,0.000164,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0045,2024-02-01,0.000309,0.0,0.0,P-002,10,30,0.000159,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0045,2024-03-01,0.000267,0.0,0.0,P-002,10,30,0.000309,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0045,2024-04-01,0.000267,0.0,0.0,P-002,10,30,0.000267,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0045,2024-05-01,0.000267,0.0,0.0,P-002,10,30,0.000267,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0045,2024-06-01,0.00029,0.0,0.0,P-002,10,30,0.000267,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0045,2024-07-01,2.4e-05,0.0,0.0,P-002,10,30,0.00029,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0045,2024-08-01,2.4e-05,0.0,0.0,P-002,10,30,2.4e-05,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0045,2024-09-01,6.8e-05,0.0,0.0,P-002,10,30,2.4e-05,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0045,2024-10-01,0.000141,0.0,0.0,P-002,10,30,6.8e-05,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0045,2024-11-01,0.000141,0.0,0.0,P-002,10,30,0.000141,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0045,2024-12-01,0.00018,0.0,0.0,P-002,10,30,0.000141,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0046,2024-01-01,0.89845,0.0,0.17351,P-001,5,5,0.825575,0.246375,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0046,2024-02-01,0.89805,0.148475,0.0004,P-001,5,5,0.89845,0.0,0.17351,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0046,2024-03-01,0.719025,0.0,0.17906,P-001,5,5,0.89805,0.148475,0.0004,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0046,2024-04-01,0.8614499999999999,0.0,0.00601,P-001,5,5,0.719025,0.0,0.17906,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0046,2024-05-01,0.780825,0.0,0.08065,P-001,5,5,0.8614499999999999,0.0,0.00601,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0046,2024-06-01,0.760675,0.0,0.020059999999999998,P-001,5,5,0.780825,0.0,0.08065,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0046,2024-07-01,1.0118,0.251575,0.00045,P-001,5,5,0.760675,0.0,0.020059999999999998,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0046,2024-08-01,0.47595,0.0495,0.28427,P-001,5,5,1.0118,0.251575,0.00045,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0046,2024-09-01,0.574075,0.24955,0.1989,P-001,5,5,0.47595,0.0495,0.28427,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0046,2024-10-01,0.797475,0.345525,0.022010000000000002,P-001,5,5,0.574075,0.24955,0.1989,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0046,2024-11-01,0.8213,0.0,0.17815,P-001,5,5,0.797475,0.345525,0.022010000000000002,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0046,2024-12-01,0.91915,0.0,0.05387,P-001,5,5,0.8213,0.0,0.17815,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0047,2024-01-01,0.60715,0.0,0.10001,P-002,3,30,0.7071500000000001,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0047,2024-02-01,0.6021500000000001,0.0,0.005,P-002,3,30,0.60715,0.0,0.10001,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0047,2024-03-01,0.5796250000000001,0.0,0.022529999999999998,P-002,3,30,0.6021500000000001,0.0,0.005,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0047,2024-04-01,0.467125,0.0,0.11249999999999999,P-002,3,30,0.5796250000000001,0.0,0.022529999999999998,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0047,2024-05-01,0.33192499999999997,0.0,0.13505999999999999,P-002,3,30,0.467125,0.0,0.11249999999999999,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0047,2024-06-01,0.309425,0.0,0.0225,P-002,3,30,0.33192499999999997,0.0,0.13505999999999999,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0047,2024-07-01,0.1969,0.0,0.11626,P-002,3,30,0.309425,0.0,0.0225,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0047,2024-08-01,0.1031,0.5,0.09003,P-002,3,30,0.1969,0.0,0.11626,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0047,2024-09-01,0.35745000000000005,0.76,0.04504,P-002,3,30,0.1031,0.5,0.09003,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0047,2024-10-01,0.3124,0.02,0.325,P-002,3,30,0.35745000000000005,0.76,0.04504,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0047,2024-11-01,0.5735250000000001,0.0,0.3387,P-002,3,30,0.3124,0.02,0.325,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0047,2024-12-01,0.320975,0.0,0.65255,P-002,3,30,0.5735250000000001,0.0,0.3387,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0048,2024-01-01,2.4e-05,0.0,0.0,P-001,3,10,2.4e-05,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0048,2024-02-01,7.4e-05,0.0,0.0,P-001,3,10,2.4e-05,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0048,2024-03-01,7.2e-05,0.0,0.0,P-001,3,10,7.4e-05,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0048,2024-04-01,7.2e-05,0.0,0.0,P-001,3,10,7.2e-05,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0048,2024-05-01,7.2e-05,0.0,0.0,P-001,3,10,7.2e-05,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0048,2024-06-01,0.000111,0.0,7.000000000000001e-05,P-001,3,10,7.2e-05,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0048,2024-07-01,0.000107,0.0,0.0,P-001,3,10,0.000111,0.0,7.000000000000001e-05,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0048,2024-08-01,0.000107,0.0,0.0,P-001,3,10,0.000107,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0049,2024-01-01,0.020175,0.22275,0.0745,P-001,5,10,0.144175,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0049,2024-02-01,0.36635,0.4455,0.34651,P-001,5,10,0.020175,0.22275,0.0745,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0049,2024-03-01,0.56395,0.34650000000000003,0.17345,P-001,5,10,0.36635,0.4455,0.34651,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0049,2024-04-01,0.552875,0.14850000000000002,0.1595,P-001,5,10,0.56395,0.34650000000000003,0.17345,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0049,2024-05-01,0.30467500000000003,0.2475,0.39662000000000003,P-001,5,10,0.552875,0.14850000000000002,0.1595,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0049,2024-06-01,0.180225,0.17325000000000002,0.42146,P-001,5,10,0.30467500000000003,0.2475,0.39662000000000003,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0049,2024-07-01,0.1304,0.14850000000000002,0.19820000000000002,P-001,5,10,0.180225,0.17325000000000002,0.42146,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0049,2024-08-01,0.249,0.34650000000000003,0.12883,P-001,5,10,0.1304,0.14850000000000002,0.19820000000000002,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0049,2024-09-01,0.0259,0.0,0.32206,P-001,5,10,0.249,0.34650000000000003,0.12883,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0049,2024-10-01,0.3164,0.51975,0.22913,P-001,5,10,0.0259,0.0,0.32206,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0049,2024-11-01,0.14255,0.0,0.17386000000000001,P-001,5,10,0.3164,0.51975,0.22913,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0049,2024-12-01,0.14255,0.0,0.0,P-001,5,10,0.14255,0.0,0.17386000000000001,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0050,2024-01-01,0.2241,0.0,0.00011,P-001,6,30,0.22419999999999998,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0050,2024-02-01,0.2241,0.0,0.0,P-001,6,30,0.2241,0.0,0.00011,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0050,2024-03-01,0.2241,0.0,0.0,P-001,6,30,0.2241,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0050,2024-04-01,0.224075,0.0,0.0,P-001,6,30,0.2241,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0050,2024-05-01,0.21575,0.0,0.00826,P-001,6,30,0.224075,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0050,2024-06-01,0.211525,0.0,0.00413,P-001,6,30,0.21575,0.0,0.00826,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0050,2024-07-01,0.1812,0.0,0.030260000000000002,P-001,6,30,0.211525,0.0,0.00413,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0050,2024-08-01,0.1812,0.0,0.0,P-001,6,30,0.1812,0.0,0.030260000000000002,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0050,2024-09-01,0.00675,0.0,0.16054000000000002,P-001,6,30,0.1812,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0050,2024-10-01,0.0028,0.0,0.01788,P-001,6,30,0.00675,0.0,0.16054000000000002,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0052,2024-01-01,0.0084,0.0,0.0,P-001,4,5,0.0084,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0052,2024-02-01,0.0084,0.0,0.0,P-001,4,5,0.0084,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0052,2024-03-01,0.0084,0.0,0.0,P-001,4,5,0.0084,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0052,2024-04-01,0.0084,0.0,0.0,P-001,4,5,0.0084,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0052,2024-05-01,0.0084,0.1512,0.0,P-001,4,5,0.0084,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0052,2024-06-01,0.15960000000000002,0.0,0.0,P-001,4,5,0.0084,0.1512,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0052,2024-07-01,0.15839999999999999,0.0,0.0012,P-001,4,5,0.15960000000000002,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0052,2024-08-01,0.15839999999999999,0.0,0.0,P-001,4,5,0.15839999999999999,0.0,0.0012,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0052,2024-09-01,0.15839999999999999,0.0,0.0,P-001,4,5,0.15839999999999999,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0052,2024-10-01,0.15839999999999999,0.0,0.0,P-001,4,5,0.15839999999999999,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0052,2024-11-01,0.15839999999999999,0.0,0.0,P-001,4,5,0.15839999999999999,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0052,2024-12-01,0.15839999999999999,0.0,0.0,P-001,4,5,0.15839999999999999,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0053,2024-01-01,0.086775,0.0,0.039610000000000006,P-001,2,20,0.002675,0.07425000000000001,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0053,2024-02-01,0.059275,0.07425000000000001,0.0275,P-001,2,20,0.086775,0.0,0.039610000000000006,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0053,2024-03-01,0.2388,0.14850000000000002,0.04303,P-001,2,20,0.059275,0.07425000000000001,0.0275,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0053,2024-04-01,0.264925,0.14850000000000002,0.12240000000000001,P-001,2,20,0.2388,0.14850000000000002,0.04303,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0053,2024-05-01,0.45605,0.37125,0.05638,P-001,2,20,0.264925,0.14850000000000002,0.12240000000000001,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0053,2024-06-01,0.5286500000000001,0.0,0.05116,P-001,2,20,0.45605,0.37125,0.05638,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0053,2024-07-01,0.469025,0.0,0.08438000000000001,P-001,2,20,0.5286500000000001,0.0,0.05116,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0053,2024-08-01,0.401625,0.0,0.042660000000000003,P-001,2,20,0.469025,0.0,0.08438000000000001,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0053,2024-09-01,0.363125,0.0,0.03851,P-001,2,20,0.401625,0.0,0.042660000000000003,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0053,2024-10-01,0.287,0.0,0.07614,P-001,2,20,0.363125,0.0,0.03851,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0053,2024-11-01,0.24235,0.0,0.04466,P-001,2,20,0.287,0.0,0.07614,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0053,2024-12-01,0.143325,0.0,0.099,P-001,2,20,0.24235,0.0,0.04466,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0054,2024-01-01,0.005,0.0,0.02475,P-001,2,25,0.0,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0054,2024-02-01,0.005,0.0,0.0,P-001,2,25,0.005,0.0,0.02475,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0054,2024-03-01,0.005,0.0,0.0,P-001,2,25,0.005,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0054,2024-04-01,0.02955,0.0,0.0002,P-001,2,25,0.005,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0054,2024-05-01,0.02955,0.0,0.0,P-001,2,25,0.02955,0.0,0.0002,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0054,2024-06-01,0.02855,0.0,0.001,P-001,2,25,0.02955,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0054,2024-07-01,0.02855,0.0,0.0,P-001,2,25,0.02855,0.0,0.001,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0054,2024-08-01,0.0,0.0,0.02475,P-001,2,25,0.02855,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0055,2024-01-01,0.573525,0.02475,0.09097000000000001,P-001,2,10,0.66455,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0055,2024-02-01,0.5719,0.0,0.026379999999999997,P-001,2,10,0.573525,0.02475,0.09097000000000001,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0055,2024-03-01,0.4571,0.0,0.11475,P-001,2,10,0.5719,0.0,0.026379999999999997,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0055,2024-04-01,0.346225,0.363,0.1109,P-001,2,10,0.4571,0.0,0.11475,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0055,2024-05-01,0.538525,0.396,0.17069,P-001,2,10,0.346225,0.363,0.1109,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0055,2024-06-01,0.779075,0.27225,0.1554,P-001,2,10,0.538525,0.396,0.17069,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0055,2024-07-01,0.95465,0.0,0.10083,P-001,2,10,0.779075,0.27225,0.1554,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0055,2024-08-01,0.728525,0.0,0.22203,P-001,2,10,0.95465,0.0,0.10083,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0055,2024-09-01,0.43565,0.0,0.29015,P-001,2,10,0.728525,0.0,0.22203,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0055,2024-10-01,0.2569,0.0,0.17327,P-001,2,10,0.43565,0.0,0.29015,10,-0.8660254037844386,0.5000000000000001
